Id,SalePrice
1893,140000
1894,160000
1895,140000
1896,140000
1897,140000
1898,140000
1899,140000
1900,140000
1901,140000
1902,110000
1903,190000
1904,140000
1905,190000
1906,160000
1907,140000
1908,140000
1909,140000
1910,140000
1911,190000
1912,160000
1913,160000
1914,140000
1915,190000
1916,140000
1917,160000
1918,140000
1919,140000
1920,160000
1921,190000
1922,190000
1923,190000
1924,190000
1925,190000
1926,190000
1927,110000
1928,190000
1929,110000
1930,140000
1931,140000
1932,140000
1933,110000
1934,190000
1935,160000
1936,190000
1937,190000
1938,190000
1939,110000
1940,190000
1941,190000
1942,160000
1943,190000
1944,190000
1945,190000
1946,110000
1947,160000
1948,190000
1949,190000
1950,190000
1951,190000
1952,160000
1953,160000
1954,160000
1955,140000
1956,190000
1957,160000
1958,190000
1959,160000
1960,140000
1961,140000
1962,140000
1963,140000
1964,160000
1965,160000
1966,160000
1967,160000
1968,160000
1969,190000
1970,160000
1971,160000
1972,190000
1973,160000
1974,190000
1975,140000
1976,190000
1977,160000
1978,190000
1979,190000
1980,190000
1981,190000
1982,160000
1983,160000
1984,160000
1985,160000
1986,160000
1987,160000
1988,190000
1989,190000
1990,190000
1991,190000
1992,190000
1993,160000
1994,190000
1995,190000
1996,160000
1997,160000
1998,190000
1999,190000
2000,190000
2001,160000
2002,190000
2003,160000
2004,160000
2005,160000
2006,160000
2007,160000
2008,160000
2009,160000
2010,160000
2011,140000
2012,160000
2013,190000
2014,190000
2015,190000
2016,160000
2017,160000
2018,140000
2019,140000
2020,140000
2021,140000
2022,160000
2023,160000
2024,190000
2025,160000
2026,190000
2027,160000
2028,160000
2029,160000
2030,190000
2031,110000
2032,110000
2033,190000
2034,160000
2035,190000
2036,160000
2037,160000
2038,190000
2039,110000
2040,190000
2041,160000
2042,160000
2043,190000
2044,140000
2045,190000
2046,160000
2047,140000
2048,140000
2049,190000
2050,110000
2051,110000
2052,140000
2053,110000
2054,110000
2055,160000
2056,140000
2057,140000
2058,160000
2059,140000
2060,160000
2061,110000
2062,140000
2063,140000
2064,110000
2065,140000
2066,160000
2067,160000
2068,160000
2069,140000
2070,140000
2071,140000
2072,140000
2073,110000
2074,110000
2075,110000
2076,140000
2077,140000
2078,140000
2079,160000
2080,140000
2081,140000
2082,160000
2083,140000
2084,140000
2085,140000
2086,140000
2087,140000
2088,140000
2089,140000
2090,140000
2091,160000
2092,160000
2093,140000
2094,140000
2095,160000
2096,140000
2097,140000
2098,140000
2099,140000
2100,160000
2101,160000
2102,140000
2103,140000
2104,160000
2105,140000
2106,140000
2107,160000
2108,140000
2109,140000
2110,110000
2111,110000
2112,160000
2113,140000
2114,140000
2115,140000
2116,140000
2117,160000
2118,160000
2119,140000
2120,110000
2121,110000
2122,140000
2123,140000
2124,160000
2125,160000
2126,160000
2127,160000
2128,140000
2129,110000
2130,140000
2131,160000
2132,160000
2133,140000
2134,160000
2135,140000
2136,160000
2137,140000
2138,140000
2139,140000
2140,110000
2141,110000
2142,110000
2143,110000
2144,140000
2145,140000
2146,140000
2147,160000
2148,140000
2149,140000
2150,190000
2151,140000
2152,140000
2153,140000
2154,140000
2155,140000
2156,190000
2157,160000
2158,190000
2159,190000
2160,190000
2161,190000
2162,160000
2163,160000
2164,190000
2165,190000
2166,140000
2167,190000
2168,190000
2169,190000
2170,190000
2171,110000
2172,110000
2173,190000
2174,160000
2175,190000
2176,190000
2177,190000
2178,190000
2179,140000
2180,160000
2181,160000
2182,160000
2183,160000
2184,140000
2185,140000
2186,140000
2187,110000
2188,140000
2189,190000
2190,160000
2191,160000
2192,140000
2193,140000
2194,140000
2195,140000
2196,140000
2197,140000
2198,160000
2199,160000
2200,140000
2201,140000
2202,160000
2203,110000
2204,190000
2205,110000
2206,110000
2207,110000
2208,160000
2209,190000
2210,140000
2211,140000
2212,140000
2213,140000
2214,140000
2215,140000
2216,160000
2217,140000
2218,140000
2219,140000
2220,140000
2221,190000
2222,190000
2223,190000
2224,160000
2225,160000
2226,160000
2227,190000
2228,190000
2229,190000
2230,160000
2231,190000
2232,190000
2233,160000
2234,190000
2235,190000
2236,190000
2237,190000
2238,190000
2239,140000
2240,160000
2241,140000
2242,140000
2243,160000
2244,140000
2245,140000
2246,110000
2247,160000
2248,140000
2249,140000
2250,140000
2251,190000
2252,160000
2253,190000
2254,190000
2255,190000
2256,160000
2257,160000
2258,190000
2259,190000
2260,140000
2261,190000
2262,110000
2263,190000
2264,190000
2265,110000
2266,190000
2267,110000
2268,190000
2269,190000
2270,160000
2271,160000
2272,190000
2273,160000
2274,160000
2275,190000
2276,190000
2277,160000
2278,140000
2279,140000
2280,140000
2281,190000
2282,190000
2283,140000
2284,140000
2285,160000
2286,140000
2287,160000
2288,160000
2289,160000
2290,160000
2291,160000
2292,160000
2293,160000
2294,190000
2295,190000
2296,190000
2297,190000
2298,190000
2299,190000
2300,160000
2301,160000
2302,190000
2303,190000
2304,190000
2305,140000
2306,140000
2307,190000
2308,160000
2309,190000
2310,160000
2311,160000
2312,190000
2313,160000
2314,190000
2315,190000
2316,190000
2317,190000
2318,190000
2319,160000
2320,160000
2321,160000
2322,160000
2323,190000
2324,190000
2325,190000
2326,190000
2327,160000
2328,190000
2329,190000
2330,190000
2331,190000
2332,190000
2333,190000
2334,160000
2335,160000
2336,190000
2337,160000
2338,160000
2339,160000
2340,190000
2341,160000
2342,160000
2343,160000
2344,160000
2345,160000
2346,160000
2347,160000
2348,160000
2349,160000
2350,190000
2351,160000
2352,190000
2353,160000
2354,140000
2355,140000
2356,140000
2357,190000
2358,190000
2359,140000
2360,140000
2361,140000
2362,190000
2363,110000
2364,110000
2365,190000
2366,190000
2367,190000
2368,160000
2369,190000
2370,160000
2371,160000
2372,190000
2373,190000
2374,190000
2375,110000
2376,160000
2377,190000
2378,140000
2379,160000
2380,110000
2381,140000
2382,190000
2383,160000
2384,160000
2385,190000
2386,140000
2387,140000
2388,190000
2389,110000
2390,110000
2391,110000
2392,140000
2393,160000
2394,160000
2395,160000
2396,110000
2397,140000
2398,140000
2399,140000
2400,140000
2401,140000
2402,140000
2403,160000
2404,190000
2405,110000
2406,140000
2407,110000
2408,140000
2409,140000
2410,140000
2411,140000
2412,110000
2413,140000
2414,140000
2415,160000
2416,140000
2417,140000
2418,140000
2419,140000
2420,140000
2421,140000
2422,140000
2423,160000
2424,110000
2425,160000
2426,160000
2427,140000
2428,190000
2429,110000
2430,110000
2431,140000
2432,140000
2433,140000
2434,140000
2435,140000
2436,140000
2437,140000
2438,140000
2439,140000
2440,140000
2441,140000
2442,140000
2443,140000
2444,140000
2445,140000
2446,160000
2447,190000
2448,140000
2449,140000
2450,160000
2451,140000
2452,160000
2453,140000
2454,160000
2455,140000
2456,140000
2457,160000
2458,140000
2459,140000
2460,140000
2461,140000
2462,140000
2463,140000
2464,160000
2465,140000
2466,140000
2467,110000
2468,160000
2469,140000
2470,160000
2471,140000
2472,140000
2473,160000
2474,160000
2475,140000
2476,110000
2477,140000
2478,140000
2479,140000
2480,190000
2481,110000
2482,140000
2483,110000
2484,110000
2485,140000
2486,140000
2487,160000
2488,140000
2489,140000
2490,140000
2491,140000
2492,160000
2493,190000
2494,190000
2495,140000
2496,190000
2497,140000
2498,140000
2499,110000
2500,160000
2501,140000
2502,140000
2503,160000
2504,160000
2505,160000
2506,160000
2507,190000
2508,190000
2509,190000
2510,160000
2511,160000
2512,160000
2513,190000
2514,110000
2515,110000
2516,190000
2517,110000
2518,110000
2519,190000
2520,190000
2521,190000
2522,160000
2523,110000
2524,190000
2525,160000
2526,110000
2527,110000
2528,140000
2529,140000
2530,140000
2531,160000
2532,160000
2533,160000
2534,160000
2535,160000
2536,190000
2537,110000
2538,190000
2539,160000
2540,160000
2541,160000
2542,190000
2543,140000
2544,140000
2545,140000
2546,140000
2547,140000
2548,190000
2549,160000
2550,190000
2551,140000
2552,140000
2553,160000
2554,160000
2555,140000
2556,140000
2557,140000
2558,160000
2559,140000
2560,160000
2561,140000
2562,140000
2563,140000
2564,160000
2565,110000
2566,190000
2567,190000
2568,110000
2569,190000
2570,140000
2571,190000
2572,110000
2573,190000
2574,190000
2575,140000
2576,160000
2577,160000
2578,140000
2579,140000
2580,160000
2581,140000
2582,140000
2583,190000
2584,190000
2585,160000
2586,110000
2587,190000
2588,110000
2589,110000
2590,190000
2591,160000
2592,190000
2593,190000
2594,160000
2595,190000
2596,160000
2597,190000
2598,190000
2599,190000
2600,140000
2601,110000
2602,140000
2603,140000
2604,140000
2605,140000
2606,140000
2607,190000
2608,110000
2609,110000
2610,140000
2611,140000
2612,110000
2613,110000
2614,140000
2615,190000
2616,110000
2617,110000
2618,110000
2619,160000
2620,190000
2621,190000
2622,190000
2623,190000
2624,190000
2625,190000
2626,190000
2627,190000
2628,190000
2629,190000
2630,190000
2631,190000
2632,190000
2633,160000
2634,190000
2635,110000
2636,160000
2637,110000
2638,190000
2639,160000
2640,160000
2641,140000
2642,190000
2643,140000
2644,140000
2645,140000
2646,140000
2647,140000
2648,160000
2649,140000
2650,160000
2651,160000
2652,190000
2653,160000
2654,160000
2655,190000
2656,190000
2657,190000
2658,190000
2659,190000
2660,190000
2661,190000
2662,190000
2663,190000
2664,160000
2665,160000
2666,160000
2667,160000
2668,160000
2669,190000
2670,190000
2671,190000
2672,160000
2673,160000
2674,160000
2675,160000
2676,190000
2677,190000
2678,190000
2679,190000
2680,160000
2681,190000
2682,190000
2683,190000
2684,190000
2685,190000
2686,190000
2687,190000
2688,160000
2689,160000
2690,160000
2691,160000
2692,110000
2693,190000
2694,140000
2695,160000
2696,190000
2697,190000
2698,190000
2699,160000
2700,160000
2701,190000
2702,140000
2703,160000
2704,110000
2705,110000
2706,140000
2707,110000
2708,110000
2709,110000
2710,110000
2711,190000
2712,160000
2713,140000
2714,160000
2715,160000
2716,190000
2717,190000
2718,190000
2719,190000
2720,160000
2721,140000
2722,140000
2723,140000
2724,140000
2725,110000
2726,140000
2727,160000
2728,110000
2729,140000
2730,140000
2731,140000
2732,140000
2733,140000
2734,140000
2735,140000
2736,140000
2737,140000
2738,190000
2739,110000
2740,110000
2741,140000
2742,110000
2743,140000
2744,140000
2745,140000
2746,140000
2747,140000
2748,140000
2749,140000
2750,140000
2751,140000
2752,140000
2753,140000
2754,160000
2755,140000
2756,140000
2757,140000
2758,140000
2759,160000
2760,140000
2761,140000
2762,140000
2763,160000
2764,160000
2765,190000
2766,140000
2767,160000
2768,160000
2769,140000
2770,140000
2771,140000
2772,140000
2773,160000
2774,140000
2775,140000
2776,140000
2777,140000
2778,140000
2779,160000
2780,140000
2781,140000
2782,140000
2783,140000
2784,140000
2785,140000
2786,140000
2787,140000
2788,140000
2789,160000
2790,160000
2791,140000
2792,140000
2793,110000
2794,140000
2795,140000
2796,110000
2797,190000
2798,160000
2799,140000
2800,140000
2801,140000
2802,140000
2803,160000
2804,140000
2805,140000
2806,110000
2807,160000
2808,110000
2809,110000
2810,140000
2811,110000
2812,110000
2813,190000
2814,160000
2815,140000
2816,140000
2817,140000
2818,140000
2819,160000
2820,140000
2821,140000
2822,160000
2823,160000
2824,190000
2825,140000
2826,140000
2827,140000
2828,190000
2829,160000
2830,190000
2831,190000
2832,160000
2833,160000
2834,190000
2835,160000
2836,190000
2837,160000
2838,140000
2839,190000
2840,190000
2841,190000
2842,190000
2843,110000
2844,190000
2845,140000
2846,190000
2847,190000
2848,140000
2849,160000
2850,190000
2851,190000
2852,190000
2853,160000
2854,140000
2855,160000
2856,190000
2857,160000
2858,160000
2859,160000
2860,190000
2861,140000
2862,160000
2863,140000
2864,190000
2865,140000
2866,160000
2867,140000
2868,160000
2869,140000
2870,190000
2871,140000
2872,140000
2873,140000
2874,160000
2875,140000
2876,140000
2877,140000
2878,140000
2879,160000
2880,140000
2881,140000
2882,140000
2883,190000
2884,110000
2885,110000
2886,160000
2887,140000
2888,140000
2889,140000
2890,140000
2891,160000
2892,140000
2893,160000
2894,140000
2895,190000
2896,190000
2897,190000
2898,160000
2899,160000
2900,160000
2901,110000
2902,190000
2903,160000
2904,160000
2905,140000
2906,160000
2907,140000
2908,110000
2909,190000
2910,140000
2911,140000
2912,140000
2913,140000
2914,140000
2915,140000
2916,140000
2917,140000
2918,140000
2919,160000
